DESCRIPCION,CODIGO SAP,NOMBRE ITEM SAP,LINEA,VENTAS NETAS UNIDADES,VENTAS NETAS KILOS,VENTAS NETAS PESOS
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,879746
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1141284
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,15,286,2321741
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,25,275,2340319
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,13,479,4000500
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,25,208,1757700
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,3093617
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1068375
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,441788
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,25,958,8267700
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2131379
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,828675
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,427061
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,357188
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,10,110,924000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,239663
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,202125
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,666750
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,146475
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,343613
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,441788
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,122719
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,13,479,3769519
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,24,453,3684017
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,38,413,3465000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,381000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,5,42,334800
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3927000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,684771
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1619250
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,231000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,1,10,83700
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,392700
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,254100
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,552234
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,19,156,1173108
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,649688
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,13,479,4286250
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1104469
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,9,335,2833688
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,649688
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1714500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1714500
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,8,17,223479
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,25,275,2099790
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,4,144,1125855
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,2893340
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,2879718
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,9,335,2613993
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,31,596,4779895
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,533588
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,533588
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,24,261,2057344
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,693000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,785400
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,981750
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,969478
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,791528
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,791528
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,838200
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,215985
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,15,165,1356374
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,762427
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1714500
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,188325
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,441788
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,505313
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,479325
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,184078
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,245438
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,404813
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,208622
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,563712
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1909013
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,376047
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,441788
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,245438
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,208622
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,4,31,257378
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,231000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,63,1931,19214375
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1008893
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1813292
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,9,96,706225
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1813292
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,613594
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1619250
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2086219
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,3,6,70355
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,368156
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,625866
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,15,575,4494848
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2208938
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,236775
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,402518
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,357188
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,552234
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,693000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2286000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1178100
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,342645
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,15,286,2327042
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,10,383,3238500
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,3,125,1340000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,4172438
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,29,888,9959000
TAPA TANQUE TOPTEC 1000 L     ,T1005027410,TAPA TANQUE TOPTEC 1000 L,TANQUES,6,28,325205
TAPA TANQUE TOPTEC 2000 L,T1005027420,TAPA TANQUE TOPTEC 2000 L,TANQUES,4,39,369798
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,19,41,527659
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1493711
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3823916
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,49,406,3264300
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2097119
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,785400
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,245438
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,859031
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,15,165,1383228
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,501886
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,15,286,2353255
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,63,1931,19214375
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1049895
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1501140
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3857787
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,1,62,711875
JUEGO TANQUE TOPTEC 500 L SEGU,57030002,JUEGO TANQUE TOPTEC 500 L SEGU,TANQUES,1,14,57764
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,10,110,1016400
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1079925
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,63,1931,19214375
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2286000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1524000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1428750
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,75,1430,11633738
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,44,1352,16933818
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,981750
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,324844
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,1869519
THERM 5mm METAL BLAN ROL 24.4 ,65000169,THERM 5mm METAL BLAN ROL 24.4 ,TANQUES,1,7,158060
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,854107
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2199365
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,108281
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,184078
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,250,2083,15693750
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,19,206,1513339
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,15,286,2175951
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,404813
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,395288
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2401729
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,25,275,2310000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,188325
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,220894
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2286000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,108281
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,357188
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,108281
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,710325
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,5,42,343170
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1524000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,13,104,837000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,386088
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,848678
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,1,62,670000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,245438
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,15,165,1351350
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,742950
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,489645
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,5,42,355725
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,654950
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,164617
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,6,52,418500
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,368156
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,834488
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,100889
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,1,10,83700
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,181329
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1227188
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,3129328
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,625866
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1043109
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,231000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,392700
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,188325
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,220894
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,625866
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1008893
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,543988
